Ad Name,Day,Campaign Name,Ad Set Name,Reporting Ends,Impressions,Clicks (All),Amount Spent (USD),Video Plays,Video Plays [On Ad],ThruPlays,ThruPlays [On Ad],Link Clicks,Link Clicks [On Ad],Reach,Purchases,Purchases [1 Day After Viewing],Purchases [28 Days After Clicking],Landing Page Views,Landing Page Views [On Ad],Page Engagement,Page Engagement [On Ad],Page Engagement [1 Day After Viewing],Page Engagement [28 Days After Clicking],Reporting Starts
[AG_CU_UG] Leadership_Transfer,06/11/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Leadership_Transfer,06/11/2018,5966,36,12.2,,,,,37,37,2584,,,,24,24,37,37,0,0,06/11/2018
"""I want to help make a difference, that's why I chose USM.""",06/11/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/11/2018,1551,4,12.46,,,,,,,1434,,,,,,2,2,0,0,06/11/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/11/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/11/2018,524,1,2.2,,,,,,,521,,,,,,1,1,0,0,06/11/2018
Integrate community-based learning into your education while studying in vibrant Portland,06/11/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/11/2018,885,1,7.2,,,,,,,849,1,1,0,,,,,,,06/11/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/11/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/11/2018,3030,0,11.25,,,,,,,2984,,,,,,1,1,0,0,06/11/2018
Find Yourself Here - Copy,06/11/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/11/2018,11300,63,24.86,,,,,64,64,4624,2,0,2,25,25,64,64,0,0,06/11/2018
Find Yourself Here,06/11/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/11/2018,4821,17,9.37,,,,,17,17,1986,,,,9,9,17,17,0,0,06/11/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",06/11/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/11/2018,1108,2,3.69,,,,,,,1085,,,,,,2,2,0,0,06/11/2018
Find Yourself Here,06/11/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/11/2018,3725,25,6.93,,,,,28,28,1701,,,,13,13,28,28,0,0,06/11/2018
[AG_ALL_GR] Creative Writing_V1 - Copy,06/11/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/11/2018,2150,18,5.05,,,,,18,18,1198,,,,9,9,18,18,0,0,06/11/2018
Find Yourself Here_LEARN_MORE_,06/11/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/11/2018,1043,4,3.77,,,,,4,4,507,,,,1,1,4,4,0,0,06/11/2018
[AG_HS_UG]StillTime,06/11/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/11/2018,441,0,0,,,,,,,267,,,,,,,,,,06/11/2018
[AG_ALL_GR] Leadership_Grad,06/11/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Leadership_Grad,06/11/2018,6290,41,11.77,,,,,40,40,2734,2,2,0,16,16,40,40,0,0,06/11/2018
University of Everyone_Apply Now_,06/11/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/11/2018,2071,9,7.13,,,,,8,8,1035,,,,3,3,8,8,0,0,06/11/2018
University of Everyone_Apply Now_,06/11/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/11/2018,117,2,1.48,,,,,2,2,74,,,,1,1,2,2,0,0,06/11/2018
Find Yourself Here (1),06/11/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/11/2018,186,0,0.37,,,,,,,92,,,,,,,,,,06/11/2018
[AG_ALL_UG] Engineering_Undergrad,06/11/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Engineering_Undergrad,06/11/2018,5757,35,11.96,,,,,40,40,2466,,,,14,14,40,40,0,0,06/11/2018
University of Everyone_LEARN_MORE_,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/10/2018,1967,6,6.41,,,,,5,5,922,,,,2,2,5,5,0,0,06/10/2018
University of Everyone_LEARN_MORE_,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/10/2018,412,11,4.98,,,,,13,13,182,,,,4,4,13,13,0,0,06/10/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/10/2018,1592,0,7.16,,,,,,,1583,,,,,,,,,,06/10/2018
Find Yourself Here (1),06/10/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/10/2018,544,2,0.6,,,,,2,2,234,,,,,,2,2,0,0,06/10/2018
[AG_ALL_UG] Business,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Business_Undergrad,06/10/2018,4106,22,4.58,,,,,24,24,1957,,,,9,9,24,24,0,0,06/10/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/10/2018,684,2,6.29,,,,,,,659,,,,,,1,1,0,0,06/10/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/10/2018,1967,1,7.36,,,,,,,1948,,,,,,,,,,06/10/2018
[AG_ALL_GR] Creative Writing_V1,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/10/2018,2275,29,7.59,,,,,30,30,1209,,,,15,15,30,30,0,0,06/10/2018
University of Everyone_LEARN_MORE_,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/10/2018,587,11,5.97,,,,,13,13,211,,,,8,8,13,13,0,0,06/10/2018
[AG_CU_UG] Leadership_Transfer,06/10/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Leadership_Transfer,06/10/2018,6815,30,12.87,,,,,31,31,2591,,,,11,11,31,31,0,0,06/10/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/10/2018,451,4,4.32,,,,,,,444,,,,,,2,2,0,0,06/10/2018
University of Everyone_Apply Now_,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/10/2018,2105,8,0.79,,,,,7,7,1068,,,,1,1,7,7,0,0,06/10/2018
[AG_ALL_GR] Leadership_Grad,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Leadership_Grad,06/10/2018,6648,38,12.71,,,,,42,42,2808,,,,18,18,42,42,0,0,06/10/2018
[AG_ALL_GR] Public Policy MPPM,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Policy MPPM,06/10/2018,5843,26,13.2,,,,,27,27,2110,,,,18,18,27,27,0,0,06/10/2018
Integrate community-based learning into your education while studying in vibrant Portland,06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/10/2018,606,1,5.88,,,,,,,586,,,,,,1,1,0,0,06/10/2018
[AG_HS_UG]47 Majors,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/10/2018,1873,4,3.23,,,,,2,2,1263,,,,1,1,3,3,0,0,06/10/2018
[AG_ALL_UG] Cyber Security,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,06/10/2018,6846,36,7.72,,,,,37,37,3541,,,,11,11,37,37,0,0,06/10/2018
Find Yourself Here,06/10/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/10/2018,2768,23,5.11,,,,,23,23,1221,2,2,0,8,8,23,23,0,0,06/10/2018
[AG_ALL_GR] Creative Writing,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/10/2018,3534,27,9.99,,,,,30,30,1733,,,,17,17,30,30,0,0,06/10/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/10/2018,1156,3,11.44,,,,,,,1108,,,,,,1,1,0,0,06/10/2018
[AG_ALL_GR] Nursing_Grad,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR]Nursing_Grad,06/10/2018,6691,30,12.83,,,,,31,31,2533,2,0,2,16,16,31,31,0,0,06/10/2018
"[AG_HS_UG]	Small Classes",06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/10/2018,2428,12,11.86,,,,,10,10,1368,,,,3,3,10,10,0,0,06/10/2018
[AG_HS_UG]StillTime,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/10/2018,376,0,0,,,,,,,236,,,,,,,,,,06/10/2018
[AG_ALL_GR] Public Health,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Health,06/10/2018,4738,28,12.59,,,,,28,28,1810,,,,13,13,28,28,0,0,06/10/2018
[AG_HS_UG]Schedule A Tour,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/10/2018,814,1,0,,,,,,,549,,,,,,1,1,0,0,06/10/2018
University of Everyone_Apply Now_,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/10/2018,133,5,1.6,,,,,3,3,73,,,,1,1,4,4,0,0,06/10/2018
"Academic credit may be available to you through prior courses, military or work experience",06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/10/2018,1467,0,5.75,,,,,,,1453,,,,,,,,,,06/10/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/10/2018,376,0,1.7,,,,,,,373,,,,,,,,,,06/10/2018
[AG_HS_UG] StillTime47,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/10/2018,1060,5,1.46,,,,,5,5,572,,,,1,1,5,5,0,0,06/10/2018
[AG_CU_UG] Engineering_Transfer,06/10/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Engineering_Transfer,06/10/2018,6255,12,11.99,,,,,12,12,2486,,,,5,5,12,12,0,0,06/10/2018
Find Yourself Here,06/10/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/10/2018,5758,26,10.35,,,,,26,26,2323,,,,11,11,26,26,0,0,06/10/2018
[AG_ALL_GR] Creative Writing_V1 - Copy,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/10/2018,3119,20,6.98,,,,,21,21,1710,,,,9,9,21,21,0,0,06/10/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/10/2018,1718,2,5.58,,,,,,,1685,,,,,,1,1,0,0,06/10/2018
University of Everyone_LEARN_MORE_,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/10/2018,1645,9,12.19,,,,,8,8,700,,,,2,2,8,8,0,0,06/10/2018
Have you thought about finishing your degree? USM can help you reach your goals.,06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/10/2018,2587,6,10.09,,,,,,,2550,1,1,0,,,1,1,0,0,06/10/2018
Find Yourself Here,06/10/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/10/2018,358,1,0.44,,,,,2,2,195,,,,1,1,2,2,0,0,06/10/2018
"""I want to help make a difference, that's why I chose USM.""",06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/10/2018,1413,8,13.1,,,,,,,1330,,,,,,6,6,0,0,06/10/2018
[AG_ALL_UG] Cyber Security,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,06/10/2018,5816,26,7.32,,,,,27,27,2809,,,,12,12,27,27,0,0,06/10/2018
University of Everyone,06/10/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/10/2018,7122,69,18.59,,,,,72,72,3212,,,,24,24,72,72,0,0,06/10/2018
Find Yourself Here - Copy,06/10/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/10/2018,11477,70,24.01,,,,,72,72,4796,,,,32,32,72,72,0,0,06/10/2018
[AG_ALL_UG] Leadership_Undergrad,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Leadership_Undergrad,06/10/2018,9345,65,12.85,,,,,72,72,4820,,,,33,33,72,72,0,0,06/10/2018
[AG_ALL_UG] Engineering_Undergrad,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Engineering_Undergrad,06/10/2018,6584,35,12.71,,,,,40,40,2536,,,,15,15,40,40,0,0,06/10/2018
Find Yourself Here_LEARN_MORE_,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/10/2018,436,6,4.82,,,,,7,7,184,,,,3,3,7,7,0,0,06/10/2018
"Offering diverse master's and doctoral degree programs, and advanced certificates",06/10/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/10/2018,710,0,2.71,,,,,,,699,,,,,,,,,,06/10/2018
Find Yourself Here_LEARN_MORE_,06/10/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/10/2018,539,4,6.57,,,,,4,4,294,,,,1,1,4,4,0,0,06/10/2018
[AG_ALL_UG] Business,06/10/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Business_Undergrad,06/10/2018,13012,66,17.13,,,,,68,68,6246,,,,24,24,68,68,0,0,06/10/2018
[AG_ALL_GR] Nursing_Grad,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR]Nursing_Grad,06/09/2018,5645,20,12.12,,,,,20,20,2205,,,,13,13,20,20,0,0,06/09/2018
[AG_ALL_GR] Creative Writing_V1,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/09/2018,1898,15,6.52,,,,,17,17,1044,,,,11,11,17,17,0,0,06/09/2018
Find Yourself Here_LEARN_MORE_,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/09/2018,505,7,5.43,,,,,9,9,201,,,,5,5,9,9,0,0,06/09/2018
University of Everyone_LEARN_MORE_,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/09/2018,1121,5,5.42,,,,,6,6,551,,,,1,1,6,6,0,0,06/09/2018
[AG_ALL_UG] Business,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Business_Undergrad,06/09/2018,10868,57,13.62,,,,,58,58,5216,,,,24,24,58,58,0,0,06/09/2018
[AG_ALL_UG] Business,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Business_Undergrad,06/09/2018,6396,37,7.07,,,,,40,40,3057,,,,10,10,40,40,0,0,06/09/2018
[AG_HS_UG]Schedule A Tour,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/09/2018,966,5,2.09,,,,,4,4,583,,,,3,3,4,4,0,0,06/09/2018
[AG_ALL_GR] Creative Writing,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/09/2018,3493,32,10.96,,,,,33,33,1773,,,,14,14,33,33,0,0,06/09/2018
[AG_ALL_UG] Cyber Security,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,06/09/2018,5193,24,6.63,,,,,28,28,2552,,,,13,13,28,28,0,0,06/09/2018
Find Yourself Here,06/09/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/09/2018,3232,24,5.75,,,,,29,29,1448,,,,9,9,29,29,0,0,06/09/2018
[AG_HS_UG] StillTime47,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/09/2018,701,1,0,,,,,,,366,,,,,,,,,,06/09/2018
Find Yourself Here,06/09/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/09/2018,811,3,0.99,,,,,5,5,396,,,,,,5,5,0,0,06/09/2018
[AG_ALL_GR] Public Health,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Health,06/09/2018,4560,26,12.22,,,,,28,28,1785,,,,18,18,28,28,0,0,06/09/2018
Find Yourself Here (1),06/09/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/09/2018,583,1,0.71,,,,,1,1,263,,,,1,1,1,1,0,0,06/09/2018
"Offering diverse master's and doctoral degree programs, and advanced certificates",06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/09/2018,781,0,3.08,,,,,,,758,,,,,,,,,,06/09/2018
[AG_ALL_GR] Creative Writing_V1 - Copy,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Creative Writing,06/09/2018,2706,27,6.38,,,,,29,29,1504,,,,17,17,29,29,0,0,06/09/2018
"Academic credit may be available to you through prior courses, military or work experience",06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/09/2018,1840,1,7.06,,,,,,,1799,,,,,,,,,,06/09/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/09/2018,1056,1,4.18,,,,,,,1043,,,,,,1,1,0,0,06/09/2018
"""I want to help make a difference, that's why I chose USM.""",06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/09/2018,1170,2,11.86,,,,,,,1110,,,,,,,,,,06/09/2018
[AG_CU_UG] Leadership_Transfer,06/09/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Leadership_Transfer,06/09/2018,6769,30,12.19,,,,,32,32,2593,1,1,0,19,19,32,32,0,0,06/09/2018
Online programs to meet the demands of real life - finish quickly and start earning more,06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/09/2018,1294,1,5.72,,,,,,,1286,,,,,,1,1,0,0,06/09/2018
Integrate community-based learning into your education while studying in vibrant Portland,06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/09/2018,667,3,6.66,,,,,,,644,,,,,,1,1,0,0,06/09/2018
Find Yourself Here,06/09/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/09/2018,6401,21,12.38,,,,,22,22,2530,,,,9,9,22,22,0,0,06/09/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/09/2018,861,0,2.57,,,,,,,852,,,,,,,,,,06/09/2018
University of Everyone_Apply Now_,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/09/2018,1617,6,7.24,,,,,5,5,855,,,,1,1,5,5,0,0,06/09/2018
"47 majors, 60+ minors and concentrations, and 2,000 courses — including online",06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/09/2018,1156,2,11.91,,,,,,,1099,,,,,,1,1,0,0,06/09/2018
Find Yourself Here - Copy,06/09/2018,USM FY 2017-2018 Page Link,[AG_WA_GR] Lookalike,06/09/2018,8255,56,19.16,,,,,60,60,3711,1,1,0,34,34,60,60,0,0,06/09/2018
[AG_HS_UG]StillTime,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/09/2018,260,1,0.22,,,,,1,1,182,,,,1,1,1,1,0,0,06/09/2018
[AG_ALL_UG] Cyber Security,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Cyber Security,06/09/2018,8155,59,8.62,,,,,63,63,3918,,,,22,22,63,63,0,0,06/09/2018
Find Yourself Here_LEARN_MORE_,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/09/2018,457,2,0.6,,,,,2,2,255,,,,1,1,2,2,0,0,06/09/2018
University of Everyone_Apply Now_,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/09/2018,129,2,1.15,,,,,2,2,71,,,,1,1,2,2,0,0,06/09/2018
[AG_HS_UG]47 Majors,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/09/2018,1713,3,7.69,,,,,2,2,1165,,,,,,2,2,0,0,06/09/2018
[AG_ALL_UG] Engineering_Undergrad,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Engineering_Undergrad,06/09/2018,6148,34,12.75,,,,,35,35,2490,,,,13,13,35,35,0,0,06/09/2018
[AG_CU_UG] Engineering_Transfer,06/09/2018,USM FY 2017-2018 Page Link,[AG_CU_UG] Engineering_Transfer,06/09/2018,6990,24,12.48,,,,,24,24,2584,,,,14,14,24,24,0,0,06/09/2018
"[AG_HS_UG]	Small Classes",06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/09/2018,2695,8,7.75,,,,,4,4,1478,,,,1,1,4,4,0,0,06/09/2018
[AG_ALL_GR] Public Policy MPPM,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Public Policy MPPM,06/09/2018,4813,28,12.39,,,,,28,28,1837,1,1,0,17,17,28,28,0,0,06/09/2018
University of Everyone_LEARN_MORE_,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/09/2018,1056,4,9.6,,,,,5,5,496,,,,,,5,5,0,0,06/09/2018
"Many graduate programs are offered online - pursue your degree at any time, from anywhere",06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_GR] Lookalike,06/09/2018,642,0,2.99,,,,,,,628,,,,,,,,,,06/09/2018
Have you thought about finishing your degree? USM can help you reach your goals.,06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_WA_DC] FB_ Working Adults - Degree Completion,06/09/2018,2627,6,10.29,,,,,,,2562,1,1,0,,,,,,,06/09/2018
"Small, thought-provoking classes, taught by faculty who are leaders in their field",06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/09/2018,512,0,5.26,,,,,,,494,,,,,,,,,,06/09/2018
University of Everyone_LEARN_MORE_,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/09/2018,433,12,3.72,,,,,16,16,179,,,,6,6,16,16,0,0,06/09/2018
"""You can’t change the whole country, but you can make a difference where you’re at.""",06/09/2018,USM FY 2017-2018 Page Post Engagement,[BR_HS_UG],06/09/2018,282,1,2.93,,,,,,,278,,,,,,,,,,06/09/2018
[AG_ALL_UG] Leadership_Undergrad,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Leadership_Undergrad,06/09/2018,9817,56,12.76,,,,,57,57,4932,,,,24,24,57,57,0,0,06/09/2018
University of Everyone,06/09/2018,USM FY 2017-2018 Page Link,[AG_WA_DC],06/09/2018,6981,58,19.74,,,,,58,58,3196,,,,33,33,58,58,0,0,06/09/2018
[AG_ALL_GR] Leadership_Grad,06/09/2018,USM FY 2017-2018 Page Link,[AG_ALL_GR] Leadership_Grad,06/09/2018,6693,46,12.34,,,,,47,47,2918,,,,17,17,47,47,0,0,06/09/2018
University of Everyone_LEARN_MORE_,06/09/2018,USM FY 2017-2018 Page Link,[AG_HS_UG]  Retarget,06/09/2018,557,13,6.05,,,,,15,15,219,,,,9,9,15,15,0,0,06/09/2018
[AG_ALL_UG] Business,06/08/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Business_Undergrad,06/08/2018,7674,44,9,,,,,46,46,3940,1,1,0,16,16,46,46,0,0,06/08/2018
[AG_HS_UG]StillTime,06/08/2018,USM FY 2017-2018 Page Link,[AG_HS_UG],06/08/2018,285,0,0,,,,,,,217,,,,,,,,,,06/08/2018
[AG_ALL_UG] Leadership_Undergrad,06/08/2018,USM FY 2017-2018 Page Link,[AG_ALL_UG] Leadership_Undergrad,06/08/2018,8946,78,12.67,,,,,80,80,4528,,,,31,31,80,80,0,0,06/08/2018
